"","gene","rank.x","rank.y","rank.x.1","rank.y.1","rank.x.2","rank.y.2","rank.x.3","rank.y.3","rank.x.4","rank.y.4","rank_avg"
"304","ADAM33",3291,2647,1626,2731,6030,1823,NA,3000,NA,335,2685.375
"305","ADAM7",NA,NA,NA,3512,992,1899,NA,17763,NA,NA,6041.5
"306","ADAM8",12343,14922,11115,15086,14974,15619,13341,15653,11275,12579,13690.7
"307","ADAM9",14876,15718,13108,16857,15054,16983,13748,13293,11415,11490,14254.2
"308","ADAMDEC1",15066,16519,9692,17627,14096,16594,14404,14969,11523,10911,14140.1
"309","ADAMTS1",16414,16787,10523,17843,14074,17651,11160,16540,NA,13861,14983.6666666667
"310","ADAMTS10",8296,6202,8924,7404,12222,8794,6143,5903,414,7475,7177.7
"311","ADAMTS12",2874,2196,465,2967,81,5918,2213,16678,NA,343,3748.33333333333
"312","ADAMTS13",1684,4140,678,6786,7667,2120,1067,2490,NA,689,3035.66666666667
"313","ADAMTS14",6096,3173,NA,1826,3556,5440,2719,2755,NA,1903,3433.5
"314","ADAMTS15",4716,1738,5975,3552,559,2168,396,929,NA,200,2248.11111111111
"315","ADAMTS16",1894,906,NA,905,NA,1824,NA,1844,NA,1474,1474.5
"316","ADAMTS17",4810,3805,4928,7009,12410,11827,11001,6651,542,7481,7046.4
"317","ADAMTS18",12249,7564,905,13774,751,11462,NA,15577,NA,2005,8035.875
"318","ADAMTS19",NA,1506,NA,2723,2550,2767,NA,2713,NA,NA,2451.8
"319","ADAMTS2",4705,5429,679,5066,7537,9955,8912,8386,NA,1447,5790.66666666667
"320","ADAMTS20",NA,783,NA,729,NA,4554,NA,1646,NA,NA,1928
"321","ADAMTS3",5871,7383,4456,2251,2910,8496,2339,6790,NA,1591,4676.33333333333
"322","ADAMTS4",15042,14614,3463,17056,7762,16535,9666,4422,NA,13276,11315.1111111111
"323","ADAMTS5",13745,7160,5266,7487,5762,10447,4260,1487,NA,6859,6941.44444444444
"324","ADAMTS6",15220,12520,12552,13285,15205,13501,15094,12395,11354,9054,13018
"325","ADAMTS7",11133,8080,12381,14609,2551,16621,11669,3834,NA,6487,9707.22222222222
"326","ADAMTS8",555,587,240,6855,7569,5085,395,2877,NA,NA,3020.375
"327","ADAMTS9",16399,15281,5725,17333,2077,17688,8343,13366,NA,13866,12230.8888888889
"328","ADAMTSL1",12529,14163,680,17393,6989,10574,2466,16080,NA,13121,10443.8888888889
"329","ADAMTSL2",13989,13598,2274,13858,1461,16055,4237,1036,NA,3254,7751.33333333333
"330","ADAMTSL3",2911,5360,1827,2104,3113,13480,3576,15039,NA,5167,5841.88888888889
"331","ADAMTSL4",13984,10767,11812,12685,13768,16780,14743,17332,10563,13224,13565.8
"332","ADAMTSL5",6852,2271,7321,4707,8191,3592,8554,3794,2609,3624,5151.5
"333","ADAP1",8472,6547,6679,10303,10924,13104,10799,12737,10171,12200,10193.6
"334","ADAP2",15931,15457,12782,17618,15520,17078,15522,18102,11679,13333,15302.2
"335","ADAR",98,5609,2766,5754,7927,6553,3147,7243,6744,5678,5151.9
"336","ADARB1",13647,9029,5894,10339,11820,10196,5510,13444,6124,9962,9596.5
"337","ADARB2",2406,3746,NA,3534,2205,5198,4625,5540,NA,2431,3710.625
"338","ADAT1",12757,12660,9310,11438,11503,8265,8705,25,8290,7217,9017
"339","ADAT2",54,2268,701,5935,4,3649,284,976,1220,1541,1663.2
"340","ADAT3",4696,12854,NA,12053,3321,1928,1665,12375,NA,5762,6831.75
"341","ADCK1",16308,8546,9539,11746,NA,9560,12206,6412,4650,9013,9775.55555555555
"342","ADCK2",11845,12419,10455,11365,NA,11676,13906,13331,8876,5708,11064.5555555556
"343","ADCK5",7374,9938,10354,9762,NA,13549,8386,5533,2313,9162,8485.66666666667
"344","ADCY1",8266,3557,9311,4680,8859,17758,1328,7719,NA,515,6888.11111111111
"345","ADCY10",1372,3345,NA,12049,3811,3203,1858,16728,NA,NA,6052.28571428571
"346","ADCY2",414,1458,2494,2943,5058,10895,240,7112,NA,4247,3873.44444444444
"347","ADCY3",8794,3459,4862,5472,8221,511,6782,4967,8186,6905,5815.9
"348","ADCY4",15694,16788,7532,17603,2165,17028,7395,5605,6278,13567,10965.5
"349","ADCY5",972,6678,170,3926,1953,4977,1442,975,NA,918,2445.66666666667
"350","ADCY6",11941,7945,11023,12470,3114,13256,6600,1460,NA,4030,7982.11111111111
"351","ADCY7",12756,9037,2731,13341,11774,12679,10090,7884,9271,4161,9372.4
"352","ADCY8",NA,621,NA,1044,4195,131,NA,3253,NA,NA,1848.8
"353","ADCY9",11947,4730,10397,6157,10665,14020,9846,4210,6023,2711,8070.6
"354","ADCYAP1",16190,16831,13411,2045,1848,18124,15618,17595,12051,13230,12694.3
"355","ADCYAP1R1",452,969,171,2629,1135,14453,NA,1333,NA,NA,3020.28571428571
"356","ADD1",12970,10283,4192,12620,4787,7849,633,6444,6896,4004,7067.8
"357","ADD2",10209,4521,11728,12115,13385,14555,12282,3694,3532,6554,9257.5
"358","ADD3",12372,13485,8679,16148,13305,10537,14481,10801,11085,10878,12177.1
"359","ADGB",988,NA,NA,648,2911,6963,3649,8303,NA,2980,3777.42857142857
"360","ADH1A",NA,1006,NA,1004,NA,933,4714,15669,NA,NA,4665.2
"361","ADH1B",4464,12335,10487,10152,2288,11974,13249,14821,NA,882,8961.33333333333
"362","ADH1C",10895,187,6616,259,433,3460,12438,8096,NA,2105,4943.22222222222
"363","ADH4",NA,2968,NA,9086,NA,11556,5454,14722,NA,2536,7720.33333333333
"364","ADH5",3912,7416,3873,5610,5503,5086,3492,15988,194,6684,5775.8
"365","ADH6",4345,2311,NA,3219,9615,3049,2341,9386,NA,5504,4971.25
"366","ADH7",3495,1057,NA,498,NA,3204,NA,291,NA,NA,1709
"367","ADHFE1",12451,10044,6541,16647,NA,10193,10559,7141,4966,8293,9648.33333333333
"368","ADI1",14933,14762,8430,16077,14166,10379,15014,15214,10682,11929,13158.6
"369","ADIG",NA,2963,NA,1679,752,1579,NA,4054,NA,NA,2205.4
"370","ADIPOQ",NA,2336,NA,4678,1577,4672,NA,2541,NA,NA,3160.8
"371","ADIPOR1",12923,8372,3839,7531,12453,14587,13408,13323,4339,7460,9823.5
"372","ADIPOR2",14349,4188,2170,8050,9180,15917,1691,16363,2374,4741,7902.3
"373","ADIRF",16479,17007,12840,17940,2676,17880,14220,11735,7184,13289,13125
"374","ADK",12122,11153,10843,15290,12572,13257,14581,14116,10843,10926,12570.3
"375","ADM",16208,16820,13335,17984,15051,18093,15095,18136,12074,13635,15643.1
"376","ADM2",7537,4348,9135,7791,10573,10197,11550,5209,6727,672,7373.9
"377","ADM5",15722,13870,2039,16800,5763,16463,1955,3842,NA,11713,9796.33333333333
"378","ADNP",9515,7178,4629,13098,7424,16787,6761,6822,3886,8840,8494
"379","ADNP2",11377,6391,4124,8144,6200,14492,12138,15331,5161,10292,9365
"380","ADO",9473,7610,6466,11957,7897,14340,12869,8977,8534,1040,8916.3
"381","ADORA1",6394,2715,8552,2062,3016,8175,3625,4629,NA,NA,4896
"382","ADORA2A",2929,15945,NA,3271,8481,16102,6106,8572,4316,8454,8241.77777777778
"383","ADORA2B",9475,11815,4844,11573,13579,13752,13253,14498,4009,5568,10236.6
"384","ADORA3",15236,16395,13090,17185,15359,15301,14703,16936,9161,10237,14360.3
"385","ADPGK",9751,9313,6916,11101,11504,13014,9095,12141,7722,7683,9824
"386","ADPRH",10469,9787,10810,12753,11505,9827,10383,15709,9428,10039,11071
"387","ADPRHL1",8190,1717,624,5839,6685,11889,4864,1649,358,3836,4565.1
"388","ADPRHL2",7348,8746,4367,6044,12883,3090,6681,12500,1654,9403,7271.6
"389","ADPRM",13678,15626,11411,14365,14088,14130,11308,17311,9110,12604,13363.1
"390","ADRA1A",NA,4907,NA,12257,993,4741,1344,4371,NA,691,4186.28571428571
"391","ADRA1B",NA,710,NA,7410,NA,1701,NA,NA,NA,NA,3273.66666666667
"392","ADRA1D",1044,351,NA,293,NA,3267,599,2339,NA,NA,1315.5
"393","ADRA2A",7501,2352,11861,3341,NA,10198,1640,2206,NA,432,4941.375
"394","ADRA2B",5562,12810,NA,4540,2912,9828,12654,16134,5615,12182,9137.44444444445
"395","ADRA2C",5999,1306,1392,1606,2779,10380,2001,NA,NA,NA,3637.57142857143
"396","ADRB1",6199,4619,1583,5655,11216,16410,12160,7792,7255,5699,7858.8
"397","ADRB2",16270,16855,12270,17971,14332,17236,15604,17628,11982,13203,15335.1
"398","ADRB3",11848,10553,NA,922,7538,10999,5215,NA,NA,NA,7845.83333333333
"399","ADRM1",4191,5893,4171,5116,10226,6793,2674,9998,2571,1540,5317.3
"400","ADSL",9731,5737,2712,9979,9538,9977,6871,13655,3494,1852,7354.6
"401","ADSS",1758,8764,180,9731,7674,9196,3021,5775,425,1652,4817.6
"402","ADSSL1",13546,4094,8140,4334,12893,6794,7055,4655,2406,3353,6727
"403","ADTRP",15819,16150,9107,17433,14414,16238,11775,11785,8130,12821,13367.2
"404","AEBP1",14720,11817,11295,16671,11036,15302,11336,3767,8189,8686,11281.9
"405","AEBP2",6201,10376,60,5203,12454,7730,5806,11600,4621,1728,6577.9
"406","AEN",12505,3440,1562,11737,10216,6203,9435,5986,3265,4891,6924
"407","AES",13753,9484,3238,15199,7898,2383,6853,5760,6088,8455,7911.1
"408","AF165138.7",8975,NA,NA,NA,1295,NA,1680,NA,NA,NA,3983.33333333333
"409","AFAP1",14603,12823,9136,15106,12566,14556,9953,2662,3130,7678,10221.3
"410","AFAP1L1",15557,16251,1513,17633,4857,17114,11061,15129,NA,13027,12460.2222222222
"411","AFAP1L2",12606,14068,5089,7345,5066,14320,22,5541,5745,11909,8171.1
"412","AFF1",12035,7520,5895,9804,7229,14052,13388,13981,7339,8750,9999.3
"413","AFF3",15519,11389,13053,17310,15209,16833,15738,17271,11967,13683,14797.2
"414","AFF4",10409,6541,7462,8219,5596,10813,10276,9846,5577,5249,7998.8
"415","AFG3L2",5983,7094,4125,14635,NA,12087,7614,8644,7072,10190,8604.88888888889
"416","AFM",NA,1117,NA,518,654,830,5453,8734,NA,NA,2884.33333333333
"417","AFMID",13640,13269,8818,13615,12391,15303,14330,16524,10789,11791,13047
"418","AFP",NA,1307,NA,618,NA,2152,14108,4009,NA,NA,4438.8
"419","AFTPH",5078,11329,10447,8551,8544,5087,10344,9575,10153,5959,8506.7
"420","AGA",14355,11723,1206,14366,11291,11677,13903,11992,10528,8963,11000.4
"421","AGAP1",10012,8485,12464,7989,12025,16347,9673,6697,288,8172,9215.2
"422","AGAP2",3941,10214,1599,13129,14112,12165,6821,3877,3389,2557,7180.4
"423","AGAP3",12971,14592,12465,12939,10179,15085,7781,12510,9987,13766,12227.5
"424","AGAP4",5349,10546,3192,13367,6335,12764,6360,9273,6617,7910,8171.3
"425","AGAP5",2679,51,7939,14698,NA,5919,782,7497,5911,11894,6374.44444444444
"426","AGAP6",8991,15251,8597,12034,8219,6304,11665,15516,4308,12214,10309.9
"427","AGBL1",NA,268,NA,1914,5029,5547,NA,1653,NA,NA,2882.2
"428","AGBL2",4448,5955,6876,14770,7539,5920,3696,11791,1349,10501,7284.5
"429","AGBL3",10024,8483,4511,4660,1948,12107,14672,8815,1715,8639,7557.4
"430","AGBL4",2353,2351,NA,1834,2289,10575,474,2968,NA,349,2899.125
"431","AGBL5",8710,6670,7790,15803,9979,9829,10933,5003,1640,8871,8522.8
"432","AGER",6306,8748,4929,14136,8518,13202,10658,15636,10346,12476,10495.5
"433","AGFG1",10932,6259,2146,5146,11988,76,10452,11424,10760,4762,7394.5
"434","AGFG2",9626,5025,150,5304,7129,12704,5255,15596,3253,720,6476.2
"435","AGGF1",7136,6214,8753,8766,4359,9019,1977,8431,6006,2351,6301.2
"436","AGK",7000,14228,702,15784,NA,9605,10539,5780,5754,5780,8352.44444444445
"437","AGL",6577,7155,2171,9511,5597,3669,9963,7028,7842,885,6039.8
"438","AGMAT",3995,2431,11160,12584,NA,116,12433,14570,5000,1413,7078
"439","AGMO",1906,6251,NA,9240,994,10838,3650,4150,NA,1002,4753.875
"440","AGO1",3997,6923,9540,13542,12261,4608,3728,11638,7580,3425,7724.2
"441","AGO2",9508,12705,4739,6701,9145,3509,4033,11703,7851,6845,7673.9
"442","AGO3",8051,11256,6589,13135,6031,13502,10897,5328,5397,12283,9246.9
"443","AGO4",10349,13531,12405,12037,11563,14341,12373,13947,9815,4682,11504.3
"444","AGPAT1",12322,11642,514,13619,13472,15598,13804,10572,8680,8956,10917.9
"445","AGPAT2",8848,9193,8718,13839,12117,13154,9146,13195,8653,8847,10571
"446","AGPAT3",8309,7998,730,7169,9181,433,7817,13007,10464,9775,7488.3
"447","AGPAT4",13137,8592,8317,12918,11951,15751,13326,6069,9849,8549,10845.9
"448","AGPAT5",8332,10561,9837,11734,NA,9458,8534,16710,7089,13000,10583.8888888889
"449","AGPS",7953,8304,5802,4123,9295,13842,9192,7031,7495,3801,7683.8
"450","AGR2",16219,4243,13172,1040,NA,10744,4478,12060,9071,9809,8981.77777777778
"451","AGR3",13047,NA,11181,1164,10632,3996,NA,1985,796,4866,5958.375
"452","AGRN",14552,6098,12059,12581,5764,16366,5568,2514,6983,4970,8745.5
"453","AGRP",10480,2985,NA,5657,1954,12705,5980,17427,367,NA,7194.375
"454","AGT",3988,569,111,1815,434,2050,15398,17940,NA,104,4712.11111111111
"455","AGTPBP1",12806,8605,12370,14256,14007,14548,11812,15486,8141,6128,11815.9
"456","AGTR1",3352,534,3554,4714,2078,5548,3887,4241,NA,NA,3488.5
"457","AGTR2",847,685,NA,1376,NA,6163,NA,NA,NA,NA,2267.75
"458","AGTRAP",10133,7413,11680,12853,10006,17609,10896,8762,11311,6614,10727.7
"459","AGXT",NA,831,NA,1093,NA,7458,11205,17688,NA,NA,7655
"460","AGXT2",NA,622,NA,1361,NA,5549,2214,3820,NA,NA,2713.2
"461","AHCTF1",10136,6633,4863,6707,13183,8355,8515,16233,4633,5972,8523
"462","AHCY",10126,9423,8180,13447,10047,13970,12703,13969,7706,9954,10952.5
"463","AHCYL1",10888,13115,5294,12282,NA,11454,10837,14217,9010,11469,10951.7777777778
"464","AHCYL2",3511,14550,2918,11062,10349,15541,10205,14110,5905,5289,9344
"465","AHDC1",11682,2741,8646,5752,6813,11999,5009,3169,1035,2066,5891.2
"466","AHI1",11152,13215,10018,3595,14119,6305,13698,11981,9982,12481,10654.6
"467","AHNAK",13844,13569,10792,13789,7899,15242,13556,10378,10574,8157,11780
"468","AHNAK2",13584,7184,11862,8008,869,16222,1782,2211,NA,9085,7867.44444444444
"469","AHR",13138,15782,12297,15270,14486,16620,15109,16835,11230,10615,14138.2
"470","AHRR",3915,3833,6716,11882,2187,593,1606,5655,1412,2477,4027.6
"471","AHSA1",2465,5369,2332,4848,5071,269,5811,10057,62,2188,3847.2
"472","AHSA2",7790,12344,10488,14806,10506,14644,7514,8429,9113,11407,10704.1
"473","AHSG",1104,1165,NA,4491,NA,746,14342,17897,NA,NA,6624.16666666667
"474","AHSP",2655,13874,NA,6820,3115,516,5605,1190,322,NA,4262.125
"475","AICDA",9847,12634,NA,16921,14645,12858,14504,17638,5053,12465,12951.6666666667
"476","AIDA",10958,11172,8491,15416,9271,13669,11578,14815,4358,8135,10786.3
"477","AIF1",16628,17050,12972,18064,15514,17866,16099,18395,12244,14058,15889
"478","AIF1L",14190,15402,3134,16477,3557,16622,6127,6708,NA,12322,10504.3333333333
"479","AIFM1",3181,14454,6012,13434,NA,7670,3765,16837,3238,11200,8865.66666666667
"480","AIFM2",10544,14112,6985,16583,NA,7766,13433,11578,7993,3515,10278.7777777778
"481","AIFM3",6249,10131,4775,5847,NA,13971,8134,11685,2088,2304,7242.66666666667
"482","AIG1",15345,16466,11691,16885,13858,11159,14347,14699,11555,13106,13911.1
"483","AIM1",14742,12447,7994,12739,13907,NA,14848,14518,8660,12227,12453.5555555556
"484","AIM1L",6972,1651,6680,5050,5315,NA,6544,17052,8462,9693,7491
"485","AIM2",15072,15767,12182,17261,14612,16283,15557,17705,11769,13206,14941.4
"486","AIMP1",4831,5325,3351,6306,3004,5783,3749,6382,2229,5610,4657
"487","AIMP2",9023,11998,2955,11970,5727,5667,10749,8305,8055,10272,8472.1
"488","AIP",3069,2847,452,3599,6814,1913,126,4885,133,2512,2635
"489","AIPL1",1033,3372,NA,9081,2552,740,470,472,NA,NA,2531.42857142857
"490","AIRE",917,13818,NA,2688,5629,15766,6146,4717,NA,NA,7097.28571428571
"491","AJAP1",2989,502,NA,2144,1849,11399,2315,17036,NA,NA,5462
"492","AJUBA",6688,3413,1828,6367,995,7459,3512,9341,NA,2366,4663.22222222222
"493","AK1",13634,12877,5787,13851,14691,8670,4809,10208,5159,1730,9141.6
"494","AK2",14396,10633,255,5122,NA,9547,5010,3860,2648,3347,6090.88888888889
"495","AK3",3549,9866,1444,8668,NA,7562,6164,16781,1749,3850,6625.88888888889
"496","AK4",13039,10484,9867,5252,NA,15222,5839,7104,8015,11373,9577.22222222222
"497","AK5",14118,4313,4457,15513,13043,14053,4939,2165,5412,5932,8394.5
"498","AK7",8656,4241,NA,8255,3509,15062,571,16328,NA,4031,7581.625
"499","AK8",7008,2316,4930,5041,11821,3337,10072,12405,NA,NA,7116.25
"500","AK9",9375,NA,3667,NA,11564,4727,11065,10674,4068,10282,8177.75
"501","AKAP1",13699,8617,7180,11016,NA,9249,13311,14605,4662,8201,10060
"502","AKAP10",8396,10728,9447,4255,NA,7332,252,8417,2793,10747,6929.66666666667
"503","AKAP11",6521,29,6986,6188,12389,9065,8698,15001,3388,2922,7118.7
"504","AKAP12",16224,15279,11852,17505,14405,17356,15675,12399,12097,13354,14614.6
"505","AKAP13",7786,8613,7664,11826,4258,10463,6535,6400,3243,6414,7320.2
"506","AKAP14",4906,3988,NA,865,2415,5303,3903,8818,NA,NA,4314
"507","AKAP2",8645,16444,NA,17170,14117,16979,14874,NA,2485,11673,12798.375
"508","AKAP3",3639,2641,NA,8833,2880,7767,4054,809,NA,NA,4374.71428571429
"509","AKAP4",NA,714,NA,2405,82,2531,NA,1700,NA,NA,1486.4
"510","AKAP5",7627,8094,11399,11124,8383,11244,13,12073,9,4187,7415.3
"511","AKAP6",6623,3400,2738,9928,11538,7869,7984,4383,418,4827,5970.8
"512","AKAP7",13096,11011,11201,12231,12981,10576,13622,17516,10074,11175,12348.3
"513","AKAP8",2954,7771,10271,11202,6609,17926,1697,13285,1512,7868,8109.5
"514","AKAP8L",3431,13895,151,16213,6863,12273,4829,11805,3343,12939,8574.2
"515","AKAP9",2109,7064,5961,9094,5500,2954,12033,9026,6525,7812,6807.8
"516","AKIP1",11369,10908,8376,13589,11643,13895,8315,12461,2028,7121,9970.5
"517","AKIRIN1",7538,12493,2713,12815,4170,5784,5137,8848,4211,5070,6877.9
"518","AKIRIN2",7467,82,7059,12521,7309,13080,5146,1495,1500,10232,6589.1
"519","AKNA",12452,10206,550,12742,13580,13081,12230,4314,7565,7994,9471.4
"520","AKNAD1",3232,2391,NA,1474,83,826,304,1101,NA,NA,1344.42857142857
"521","AKR1A1",14610,14325,11007,16298,13407,15511,14621,17356,11148,11035,13931.8
"522","AKR1B1",12900,13434,11053,7318,12991,15586,13745,11939,9256,7912,11613.4
"523","AKR1B10",15410,4983,NA,8428,NA,9356,14329,17535,NA,1125,10166.5714285714
"524","AKR1B15",13543,1317,NA,1135,84,8924,525,16732,NA,1781,5505.125
"525","AKR1C1",13431,14376,781,14983,2290,11605,14790,15177,294,5850,9357.7
"526","AKR1C2",16255,10155,1285,5522,4087,3573,13368,14009,NA,8802,8561.77777777778
"527","AKR1C3",16055,16764,12511,17809,15076,16500,15203,16876,11610,13736,15214
"528","AKR1C4",866,1514,NA,2618,NA,2294,9990,14903,NA,NA,5364.16666666667
"529","AKR1D1",2152,2580,NA,8147,3084,4632,963,6705,NA,NA,4037.57142857143
"530","AKR1E2",2407,8479,2688,11643,3919,6639,2478,8320,NA,8376,6105.44444444444
"531","AKR7A2",8942,7830,8117,7785,NA,11890,10037,10358,5716,4290,8329.44444444445
"532","AKR7A3",4337,2819,3464,14992,1718,1580,13317,16430,NA,356,6557
"533","AKT1",9362,4486,4000,9925,9400,6254,6370,5913,7982,9143,7283.5
"534","AKT1S1",12102,7430,7615,7162,14881,12819,12705,9865,6875,12271,10372.5
"535","AKT2",10002,8400,3511,13038,6864,16123,3307,4141,9051,8416,8285.3
"536","AKT3",14287,10932,7791,11794,11864,12694,12954,16178,7251,12665,11841
"537","AKTIP",15734,9030,1563,13387,4463,7870,2548,15200,3818,3448,7706.1
"538","AL021546.6",NA,NA,NA,NA,5630,NA,NA,6976,NA,NA,6303
"539","AL513523.2",4452,NA,NA,NA,NA,NA,912,NA,NA,NA,2682
"540","ALAD",10257,15081,5319,5936,7379,12372,12132,3999,6781,7270,8652.6
"541","ALAS1",14062,10239,10288,15535,NA,13023,11634,13102,9157,7797,11648.5555555556
"542","ALAS2",10726,7169,NA,1596,NA,1900,NA,10745,NA,2780,5819.33333333333
"543","ALB",NA,NA,NA,1421,4687,1332,16040,18007,NA,11430,8819.5
"544","ALCAM",16233,15879,12597,15429,14772,17627,15313,16341,11798,12220,14820.9
"545","ALDH16A1",12419,8017,6590,12028,10418,7333,9051,9561,3089,9253,8775.9
"546","ALDH18A1",8993,6626,10630,8187,NA,8356,8841,11326,6936,8134,8669.88888888889
"547","ALDH1A1",16193,16822,13220,17774,14851,17737,15244,17919,11876,13547,15518.3
"548","ALDH1A2",4259,10828,10889,12499,6782,13311,8223,6174,NA,13692,9628.55555555555
"549","ALDH1A3",5031,14319,6271,16666,9843,2665,NA,15773,NA,5796,9545.5
"550","ALDH1B1",5132,9853,8399,6166,NA,16056,11757,11126,6920,8417,9314
"551","ALDH1L1",4343,5558,NA,1416,NA,16242,3207,6125,NA,4117,5858.28571428571
"552","ALDH1L2",11496,12880,5432,4246,NA,15200,14319,14677,10391,11010,11072.3333333333
"553","ALDH2",16583,16943,13134,17882,NA,16850,16011,17798,12187,13672,15673.3333333333
"554","ALDH3A1",6737,2487,NA,2734,2206,6926,1943,3595,NA,2357,3623.125
"555","ALDH3A2",4090,5612,5040,7788,NA,4734,121,6123,3938,1731,4353
"556","ALDH3B1",14347,15276,12850,17207,14820,14321,14470,16987,11314,9236,14082.8
"557","ALDH3B2",3520,1432,7322,3803,870,13972,NA,1450,NA,NA,4624.14285714286
"558","ALDH4A1",6959,8005,8795,8990,NA,14143,5071,7006,4667,1822,7273.11111111111
"559","ALDH5A1",14264,13508,11235,13922,NA,12437,11531,17172,8161,9106,12370.6666666667
"560","ALDH6A1",10374,5653,7940,15618,NA,9250,11838,10725,7904,7673,9663.88888888889
"561","ALDH7A1",14359,11293,8979,15154,NA,13015,10840,7779,2433,11410,10584.6666666667
"562","ALDH8A1",5447,5668,NA,12533,3617,8705,3423,15638,NA,4106,7392.125
"563","ALDH9A1",2451,3263,75,2911,NA,7438,5158,10632,4676,941,4171.66666666667
"564","ALDOA",10037,5353,7308,9491,9182,13708,2288,3558,3604,2337,6686.6
"565","ALDOB",524,1793,NA,1548,565,5203,14563,17423,NA,3143,5595.25
"566","ALDOC",7548,3643,8444,5325,3332,160,11842,16428,2735,1986,6144.3
"567","ALG1",10328,15886,2888,8564,11494,5304,11999,11118,8565,8262,9440.8
"568","ALG10",5405,4249,9502,13870,5030,3318,10545,7651,6121,9300,7499.1
"569","ALG10B",7015,4787,8884,5386,6783,4742,2545,12171,7185,472,5997
"570","ALG11",8189,11616,8773,9878,8962,7379,10395,9140,3374,5129,8283.5
"571","ALG12",5411,4384,5803,9723,7991,10643,11159,7357,1855,3316,6764.2
"572","ALG13",5268,14090,6256,11916,9251,13481,7841,5729,4369,10896,8909.7
"573","ALG14",14780,15808,9996,15280,14062,7090,14686,13627,11341,8055,12472.5
"574","ALG1L",3861,2604,NA,6165,2416,594,3416,11068,472,NA,3824.5
"575","ALG1L2",8257,2010,NA,4382,3333,7380,4848,11146,NA,8651,6250.875
"576","ALG2",10579,10126,11182,6133,12930,7526,13709,13620,8478,3000,9728.3
"577","ALG3",13779,12803,5603,4897,12923,6496,13955,15138,9906,8729,10422.9
"578","ALG5",14899,14977,6045,9553,14333,3670,14916,16737,11557,12487,11917.4
"579","ALG6",5164,10394,55,13449,8470,7091,8401,13647,3889,10760,8132
"580","ALG8",12703,15461,3974,7342,11015,1447,11071,13613,8343,7509,9247.8
"581","ALG9",6819,12620,7215,11391,12692,5674,11995,10038,9567,10712,9872.3
"582","ALK",2997,1173,NA,1669,412,12706,671,2102,NA,NA,3104.28571428571
"583","ALKBH1",4408,14284,4200,9758,NA,11245,6438,7223,2910,12324,8087.77777777778
"584","ALKBH2",14722,12401,8647,15495,7928,6993,6707,15850,5272,9599,10361.4
"585","ALKBH3",9075,9232,7590,11148,NA,13956,9084,14005,9399,6184,9963.66666666667
"586","ALKBH4",5849,6028,9031,8915,10779,7965,2784,16078,6072,4197,7769.8
"587","ALKBH5",2211,4900,1600,5308,7675,6711,3858,6352,4404,5063,4808.2
"588","ALKBH6",12661,11680,580,12566,10243,11606,5506,4677,2124,8561,8020.4
"589","ALKBH7",14207,14967,7760,8294,NA,14021,14127,12266,10609,9915,11796.2222222222
"590","ALKBH8",4165,12336,11579,13131,4328,13105,5390,13802,5815,5322,8897.3
"591","ALLC",NA,NA,NA,520,85,1219,NA,2421,NA,NA,1061.25
"592","ALMS1",14434,5330,2733,8202,5419,13881,12077,4005,6073,10142,8229.6
"593","ALOX12",764,2606,NA,5376,1136,6262,1654,12043,NA,11040,5110.125
"594","ALOX12B",2083,3680,NA,971,6244,10490,1032,4049,NA,4802,4168.875
"595","ALOX15",5584,9883,NA,12911,4394,13482,12209,8331,NA,NA,9542
"596","ALOX15B",14206,12959,5726,14926,11250,14979,14944,17174,3022,NA,12131.7777777778
"597","ALOX5",16443,16985,13343,17935,15218,18026,15733,17836,12100,13943,15756.2
"598","ALOX5AP",16012,16642,12873,12359,13258,17584,15777,14641,11799,13756,14470.1
"599","ALOXE3",1172,196,NA,1893,413,2295,NA,6434,NA,966,1909.85714285714
"600","ALPI",NA,NA,NA,1506,NA,17486,NA,2595,NA,69,5414
"601","ALPK1",12894,14513,12160,13952,13161,14515,14134,10639,9588,11961,12751.7
"602","ALPK2",11819,11846,NA,8933,3902,12390,9917,6221,3453,10168,8738.77777777778
"603","ALPK3",11185,7800,6987,9918,6967,15512,9532,12074,1345,9475,9079.5
"604","ALPL",12434,16504,13340,17613,14043,16941,9775,16259,NA,8920,13981
"605","ALPP",376,1796,NA,3464,2677,5305,NA,1311,NA,389,2188.28571428571
"606","ALPPL2",1536,NA,NA,299,655,7258,NA,NA,NA,70,1963.6
"607","ALS2",13606,16371,12526,11613,5416,17013,15261,12126,9897,12305,12613.4
"608","ALS2CL",13090,16609,4931,16362,4489,14795,4599,3393,481,10315,8906.4
"609","ALS2CR11",3110,229,NA,3738,5840,NA,2328,16114,NA,NA,5226.5
"610","ALS2CR12",4460,4955,NA,12041,5621,10577,2809,15205,1401,10614,7520.33333333333
